year,avgTemp,minTemp,maxTemp,rainFall,holiday,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,result
20181019,13.1,7.2,20.4,0,1.1,0,0,0,0,0,0,0,0,0,1,0,0,57720
20181020,13.4,6.9,21.4,0,1.2,0,0,0,0,0,0,0,0,0,1,0,0,91818
20181021,13.4,7.2,21.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,88038
20181022,14,8.8,20.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21207
20181023,12.2,9.8,16.9,5,0,0,0,0,0,0,0,0,0,0,1,0,0,27055
20181024,12.5,7.6,18.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61535
20181025,13.8,7,21.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60430
20181026,12.2,9.9,14.7,11,1.1,0,0,0,0,0,0,0,0,0,1,0,0,35107
20181027,8.7,6.2,11.6,0,1.2,0,0,0,0,0,0,0,0,0,1,0,0,95600
20181028,8.3,5.2,13.5,5.5,1,0,0,0,0,0,0,0,0,0,1,0,0,58383
20181029,7.2,3.4,11.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22079
20181030,6.1,0.7,11.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34466
20181031,7.4,3,12.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73814
20181101,8.4,2.5,15.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50397
20181102,10.6,4,19,0,1.1,0,0,0,0,0,0,0,0,0,0,1,0,60100
20181103,11.2,5,19.1,0,1.2,0,0,0,0,0,0,0,0,0,0,1,0,106697
20181104,11.6,5.3,19.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,85252
20181105,11.9,6.6,18.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19001
20181106,12.2,8,17.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29093
20181107,12.8,10.3,15.7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,36831
20181108,11.8,10.5,14.7,64,0,0,0,0,0,0,0,0,0,0,0,1,0,17629
20181109,12.1,9.5,15.4,1,1.1,0,0,0,0,0,0,0,0,0,0,1,0,43498
20181110,11.9,8.8,17.1,0,1.2,0,0,0,0,0,0,0,0,0,0,1,0,71046
20181111,8.1,5.4,10.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,51563
20181112,8.1,3.1,15.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14000
20181113,8.8,4.1,15.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28434
20181114,9.8,4.8,16.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34799
20181115,9.7,4.7,16.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33082
20181116,8.8,4.2,14.5,0,1.1,0,0,0,0,0,0,0,0,0,0,1,0,33017
20181117,4.9,0.6,11.4,0,1.2,0,0,0,0,0,0,0,0,0,0,1,0,56178
20181118,6.1,1.9,10.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,49610
20181119,6.5,3.3,11.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11840
20181120,6.5,0,12.7,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,18283
20181121,5.8,3.1,8.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20778
20181122,2.3,-1.3,7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31500
20181123,1.9,-3.1,7.6,0,1.1,0,0,0,0,0,0,0,0,0,0,1,0,27410
